258248025,532,
258248026,432,
258248027,684,
258248751,55,
258248754,200,建设巷
258248755,133,
258248756,89,
258248757,178,群策巷
258248758,114,公社巷
258248759,138,北坊巷
258248760,212,南坊巷
258738664,287,
258738665,41,
258738666,128,
258738667,182,
258738668,32,
258738669,36,
258738670,45,
258738671,51,长安北路
258738672,692,兴善寺西街
258738673,1828,长安北路
258738674,39,
258738675,223,
258738676,45,
258738677,125,
258738678,127,
258738679,98,
258738680,160,
258738681,44,
258738682,442,
258738683,0,
258738962,558,
258738963,64,
258742286,0,
258742287,0,
258742288,0,
258742289,0,
258742290,0,
258742291,0,
258742292,194,正学街
258742293,0,
258742294,0,
258742295,0,
258742296,0,
258742297,0,湘子庙
258742298,63,南广济街
258742299,0,
258742300,788,
258742307,2301,
258742308,0,
258742310,0,
259323322,329,
259323323,344,
259323725,0,
259323726,0,
259323727,0,
259323728,0,
259323729,124,北广济街
259480949,909,小寨东路
259480950,800,翠华路
259480952,389,
259480953,243,
259480954,0,长安大学本部南院
259480955,121,
259480956,153,
259480961,182,
259480962,473,
259481154,396,
259481156,163,
259481158,180,
259481160,149,
259481162,103,
259481164,0,
259481166,0,
259481168,0,
259687166,0,
259687323,67,十四井路
259687324,0,垃圾台
259687325,0,
259687326,0,
259687327,0,
259687328,0,
259687329,0,
259687330,0,
259687331,0,
259687332,0,
259687333,0,
259687334,0,
259687335,0,
259687336,0,
259687470,0,慈恩镇
259687471,0,
259687472,0,
259862198,0,
259862199,296,
259862200,209,
259862201,363,
259862202,150,
259862203,151,
259862204,226,
259862205,81,
259862206,70,
259864494,0,
259864495,0,
259864496,0,
259864497,51,
259864498,0,
259864499,0,
259864500,0,
259864501,0,
259864648,0,
259864650,0,
259864652,0,
259864653,0,
259864709,0,
259864710,0,
259864853,174,西五道巷
259864854,93,西四道巷
259864873,199,饮马池
259864874,96,
259864875,94,
259864876,160,县北门巷
259865737,0,
259865778,0,
259865779,0,金鹰
259866066,167,西八道巷
259866067,588,和平路
259866068,343,东十一道巷
